MBLU,Block,Lot,Unit,Location,Usrfld_82_Desc
    103,     47,      0,       ,13 OLD ORCHARD ST ,Gas
    103,     48,      0,       ,21 OLD ORCHARD ST,Gas
    103,     49,      0,       ,29 OLD ORCHARD ST,Oil
    103,     50,      0,       ,37 OLD ORCHARD ST,Gas
    103,     51,      0,       ,47 OLD ORCHARD ST,Gas
    103,     52,      0,       ,55 OLD ORCHARD ST,Oil
    103,     53,      0,       ,57 OLD ORCHARD ST,Oil
    103,     54,      0,       ,61 OLD ORCHARD ST,Oil
    103,     55,      0,       ,62 OLD ORCHARD ST,Gas
    103,     56,      0,       ,56 OLD ORCHARD ST,Gas
    103,     57,      0,       ,54 OLD ORCHARD ST,Gas
    103,     58,      0,       ,46 OLD ORCHARD ST,Gas
    103,     59,      0,       ,40 OLD ORCHARD ST,Gas
    103,     60,      0,       ,38 OLD ORCHARD ST ,Gas
    103,     61,      0,       ,30 OLD ORCHARD ST,Oil
    103,     62,      0,       ,20 OLD ORCHARD ST,Oil
    103,     63,      0,       ,12 OLD ORCHARD ST,Gas
    103,     64,      0,       ,10 OLD ORCHARD ST,Oil
    103,     66,      0,       ,42 BIXBY HILL RD,Gas
    103,     67,      0,       ,46 WINDMILL HILL RD,Oil
    103,     68,      0,       ,38 WINDMILL HILL RD,Gas
    103,     69,      0,       ,38 WESTVIEW ST,Oil
    103,     70,      0,       ,39 WESTVIEW ST,Oil
    103,     71,      0,       ,128 TOWNSEND RD,Gas
    103,     72,      0,       ,119 PEPPERELL RD,Gas
    103,     73,      0,       ,123 PEPPERELL RD,Gas
    103,     74,      1,       ,129 PEPPERELL RD,Gas
    103,     74,      2,       ,135 PEPPERELL RD,Gas
    103,     74,      3,       ,149 PEPPERELL RD,Gas
    103,     75,      0,       ,132 PEPPERELL RD,Gas
    104,      1,      0,       ,271 HILL RD,Oil
    104,      2,      0,       ,253 HILL RD,Gas
    104,      4,      0,       ,313 HILL RD,Oil
    104,      7,      0,       ,166 PEPPERELL RD ,Gas
    104,      8,      0,       ,156 PEPPERELL RD,Gas
    104,     10,      0,       ,140 PEPPERELL RD,Oil
    104,     11,      0,       ,153 PEPPERELL RD,Oil
    104,     12,      0,       ,159 PEPPERELL RD,Oil
    104,     13,      0,       ,165 PEPPERELL RD ,Oil
    104,     14,      0,       ,171 PEPPERELL RD ,Gas
    104,     15,      0,       ,3 KEMP ST,Gas
    104,     16,      0,       ,31 KEMP ST ,Gas
    104,     17,      0,       ,18 KEMP ST ,Oil
    104,     17,      1,       ,34 KEMP ST,Gas
    104,     17,      3,       ,225 PEPPERELL RD,Gas
    104,     18,      0,       ,191 PEPPERELL RD,Oil
    104,     19,      0,       ,235 PEPPERELL RD,Coal or Wood
    104,     20,      0,       ,239 PEPPERELL RD,Gas
    104,     21,      0,       ,236 PEPPERELL RD ,Gas
    104,     22,      0,       ,202 PEPPERELL RD,Gas
    104,     23,      0,       ,314 HILL RD ,Gas
    104,     25,      0,       ,296 HILL RD,Gas
    104,     26,      0,       ,286 HILL RD,Gas
    104,     27,      0,       ,270 HILL RD,Gas
    104,     28,      0,       ,250 HILL RD,Oil
    104,     29,      0,       ,186 HILL RD,Oil
    104,     30,      0,      1,1 MAPLE AVE ,Gas
    104,     30,      0,      2,15 MAPLE AVE ,Gas
    104,     30,      0,      4,51 MAPLE AVE ,Gas
    104,     30,      0,      5,79 MAPLE AVE ,Gas
    104,     30,      0,      6,99 MAPLE AVE ,Gas
    104,     30,      0,      7,103 MAPLE AVE ,Gas
    104,     30,      2,      1,15 HAYES WOODS LN ,Gas
    104,     30,      2,      2,19 HAYES WOODS LN ,Gas
    104,     30,      2,      8,20 HAYES WOODS LN ,Gas
    104,     30,      2,      9,16 HAYES WOODS LN ,Gas
    105,      1,      0,       ,173 HILL RD,Oil
    105,      4,      0,       ,63 SPENCER CIR,Oil
    105,      5,      0,       ,61 SPENCER CIR,Oil
    105,      6,      0,       ,59 SPENCER CIR,Oil
    105,      7,      0,       ,57 SPENCER CIR ,Oil
    105,      8,      0,       ,55 SPENCER CIR,Oil
    105,      9,      0,       ,49 SPENCER CIR,Oil
    105,     10,      0,       ,45 SPENCER CIR,Oil
    105,     11,      0,       ,39 SPENCER CIR ,Oil
    105,     13,      0,       ,207 HILL RD,Oil
    105,     14,      0,       ,239 HILL RD,Oil
    105,     15,      0,       ,235 HILL RD,Oil
    105,     16,      0,       ,241 HILL RD,Oil
    105,     17,      0,       ,243 HILL RD,Oil
    105,     19,      0,       ,53 FOX RUN,Oil
    105,     20,      0,       ,55 FOX RUN,Oil
    105,     21,      0,       ,50 FOX RUN,Oil
    105,     22,      0,       ,46 FOX RUN,Oil
    105,     23,      0,       ,1 INTEGRITY WAY,Oil
    105,     24,      0,       ,3 INTEGRITY WAY ,Gas
    105,     25,      0,       ,5 INTEGRITY WAY,Gas
    105,     27,      0,       ,6 INTEGRITY WAY,Gas
    105,     29,      0,       ,2 INTEGRITY WAY,Gas
    105,     31,      0,       ,236 HILL RD ,Oil
    105,     32,      0,       ,220 HILL RD ,Gas
    105,     32,      0,       ,220 HILL RD ,Oil
    105,     33,      0,       ,204 HILL RD,Oil
    106,      1,      0,       ,220 WEST MAIN ST,Oil
    106,      2,      0,       ,216 WEST MAIN ST,Oil
    106,      3,      0,       ,210 WEST MAIN ST,Gas
    106,      4,      0,       ,206 WEST MAIN ST ,Oil
    106,      5,      0,       ,196 WEST MAIN ST,Gas
    106,      6,      0,       ,186 WEST MAIN ST,Gas
    106,      7,      0,       ,174 WEST MAIN ST,Gas
    106,      9,      0,       ,170 WEST MAIN ST,Gas
    106,     14,      0,       ,108 WEST MAIN ST,Gas
    106,     15,      0,       ,94 WEST MAIN ST,Gas
    106,     16,      0,       ,74 WEST MAIN ST,Gas
    106,     17,      0,       ,68 WEST MAIN ST,Gas
    106,     18,      0,       ,65 WEST MAIN ST ,Gas
    106,     21,      0,       ,75 WEST MAIN ST ,Gas
    106,     22,      0,       ,77 WEST MAIN ST,Gas
    106,     23,      0,       ,81 WEST MAIN ST,Oil
    106,     24,      0,       ,85 WEST MAIN ST,Gas
    106,     25,      0,       ,91 WEST MAIN ST,Oil
    106,     26,      0,       ,93 WEST MAIN ST,Gas
    106,     27,      0,       ,95 WEST MAIN ST,Gas
    106,     29,      0,       ,111 WEST MAIN ST,Gas
    106,     30,      0,       ,119 WEST MAIN ST,Oil
    106,     39,      0,       ,165 WEST MAIN ST,Gas
    106,     40,      0,       ,181 WEST MAIN ST,Gas
    106,     42,      0,       ,191 WEST MAIN ST,Gas
    106,     43,      0,       ,199 WEST MAIN ST,Oil
    106,     44,      0,       ,201 WEST MAIN ST,Gas
    107,      1,      0,       ,111 FARMERS ROW ,Gas
    107,      2,      0,       ,123 FARMERS ROW ,Oil
    107,      4,      0,       ,125 FARMERS ROW,Oil
    107,      5,      0,       ,133 FARMERS ROW,Oil
    107,      6,      0,       ,9 HIGLEY ST,Oil
    107,      7,      0,       ,17 HIGLEY ST,Oil
    107,      9,      0,       ,31-33 HIGLEY ST,Oil
    107,     10,      0,       ,35 HIGLEY ST,Gas
    107,     11,      0,       ,64 HIGLEY ST,Gas
    107,     11,      0,       ,64 HIGLEY ST,Gas
    107,     11,      0,       ,64 HIGLEY ST,Oil
    107,     13,      0,       ,24 HIGLEY ST,Oil
    107,     14,      0,       ,20 HIGLEY ST,Oil
    107,     15,      0,       ,154 FARMERS ROW,Gas
    107,     16,      0,       ,182 FARMERS ROW,Gas
    107,     17,      0,       ,112 FARMERS ROW,Oil
    108,      2,      0,       ,188 BROADMEADOW RD ,Gas
    108,      3,      0,       ,67 FARMERS ROW,Gas
    108,      4,      0,       ,168 BROADMEADOW RD,Electric
    108,      5,      0,       ,152 BROADMEADOW RD,Gas
    108,      6,      0,       ,151 BROADMEADOW RD,Gas
    108,      7,      0,       ,161 BROADMEADOW RD,Gas
    108,      8,      0,       ,169 BROADMEADOW RD ,Oil
    108,      9,      0,       ,93 FARMERS ROW ,Gas
    108,     10,      0,       ,90 FARMERS ROW,Gas
    108,     10,      0,       ,90 FARMERS ROW,Oil
    108,     11,      0,       ,76 FARMERS ROW,Gas
    108,     11,      0,       ,76 FARMERS ROW,Gas
    108,     12,      0,       ,37 LONG HILL RD,Oil
    108,     13,      0,       ,49 LONG HILL RD,Oil
    108,     16,      0,       ,61 LONG HILL RD,Oil
    108,     17,      0,       ,63 LONG HILL RD,Oil
    108,     18,      0,       ,59 LONG HILL RD ,Oil
    108,     19,      0,       ,57 LONG HILL RD,Oil
    108,     20,      0,       ,79 LONG HILL RD,Gas
    108,     21,      0,       ,87 LONG HILL RD,Gas
    108,     22,      0,       ,97 LONG HILL RD,Oil
    108,     23,      0,       ,107 LONG HILL RD,Gas
    108,     24,      0,       ,46 LONG HILL RD ,Oil
    108,     25,      0,       ,44 FARMERS ROW ,Gas
    108,     26,      0,       ,24 FARMERS ROW ,Gas
    108,     27,      0,       ,18 FARMERS ROW,Gas
    108,     28,      0,       ,12 FARMERS ROW ,Gas
    108,     29,      0,       ,2 FARMERS ROW,Gas
    108,     31,      0,       ,80 RIVERBEND DR,Gas
    109,      1,      0,       ,73 PLEASANT ST,Gas
    109,      2,      0,       ,79 PLEASANT ST,Oil
    109,      9,      0,       ,67 MILL ST,Gas
    109,     10,      0,       ,11 CANTERBURY LN,Gas
    109,     11,      0,       ,15 CANTERBURY LN,Gas
    109,     13,      0,       ,17 CANTERBURY LN,Gas
    109,     14,      0,       ,18 CANTERBURY LN,Oil
    109,     15,      0,       ,16 CANTERBURY LN,Gas
    109,     16,      0,       ,12 CANTERBURY LN,Gas
    109,     17,      0,       ,10 CANTERBURY LN ,Gas
    109,     19,      0,       ,93 MILL ST,Gas
    109,     20,      0,       ,103 MILL ST,Gas
    109,     21,      0,       ,113 MILL ST,Oil
    109,     22,      0,       ,5 JENKINS RD,Gas
    109,     23,      0,       ,21 JENKINS RD ,Oil
    109,     25,      0,       ,135 MILL ST,Gas
    109,     27,      0,       ,106 MILL ST ,Oil
    109,     28,      0,       ,104 MILL ST,Oil
    109,     29,      0,       ,96 MILL ST,Oil
    109,     30,      0,       ,90 MILL ST,Oil
    109,     31,      0,       ,52 MILL ST ,Gas
    109,     32,      0,       ,38 MILL ST,Oil
    109,     33,      0,       ,3 WESTBROOK LN,Oil
    109,     35,      0,       ,25 WESTBROOK LN,Oil
    109,     36,      0,       ,26 WESTBROOK LN,Oil
    109,     37,      0,       ,20 WESTBROOK LN ,Oil
    109,     39,      0,       ,65 WEST ST,Oil
    109,     43,      0,       ,108 PLEASANT ST ,Gas
    109,     43,      0,       ,108 PLEASANT ST ,Gas
    109,     45,      0,       ,96 PLEASANT ST ,Oil
    109,     46,      0,       ,88 PLEASANT ST ,Gas
    109,     47,      0,       ,82 PLEASANT ST,Oil
    109,     48,      0,       ,76 PLEASANT ST,Gas
    109,     49,      0,       ,19 FAIRVIEW AVE,Oil
    109,     51,      0,       ,45 WEST ST ,Oil
    109,     53,      0,       ,42 FAIRVIEW AVE,Gas
    109,     54,      0,       ,34 FAIRVIEW AVE,Gas
    109,     55,      0,       ,26 FAIRVIEW AVE ,Oil
    109,     56,      0,       ,20 FAIRVIEW AVE,Oil
    109,     57,      0,       ,323 MAIN ST,Coal or Wood
    109,     58,      0,       ,329 MAIN ST,Gas
    109,     59,      0,       ,335 MAIN ST,Oil
    110,      4,      0,       ,399 MAIN ST,Gas
    110,      5,      0,       ,403 MAIN ST,Gas
    110,      6,      0,       ,415 MAIN ST,Oil
    110,     10,      0,       ,21 ARLINGTON ST,Oil
    110,     11,      0,       ,210 MILL ST,Oil
    110,     12,      0,       ,206 MILL ST,Oil
    110,     16,      0,       ,150 MILL ST,Oil
    110,     17,      0,       ,148 MILL ST,Oil
    110,     18,      0,       ,157 MILL ST ,Oil
    110,     19,      0,       ,167 MILL ST ,Gas
    110,     20,      0,       ,179 MILL ST,Oil
    110,     21,      0,       ,191 MILL ST,Oil
    110,     23,      0,       ,219 MILL ST,Oil
    110,     25,      1,       ,197 MILL ST,Oil
    110,     25,      2,       ,199 MILL ST,Oil
    110,     26,      0,       ,231 MILL ST,Gas
    110,     26,      0,       ,231 MILL ST,Oil
    110,     27,      0,       ,241 MILL ST,Oil
    110,     29,      0,       ,445 MAIN ST,Oil
    110,     30,      0,       ,452 MAIN ST,Oil
    110,     31,      0,       ,20 TAYLOR ST,Gas
    110,     33,      0,       ,436 MAIN ST ,Gas
    110,     38,      0,       ,396 MAIN ST,Gas
    110,     39,      0,       ,386 MAIN ST,Gas
    110,     40,      0,       ,368 MAIN ST,Oil
    110,     41,      0,       ,356 MAIN ST,Gas
    111,      1,      0,       ,103-103A HOLLIS ST,Oil
    111,      2,      0,       ,111 HOLLIS ST,Oil
    111,      3,      0,       ,86-88-90-92 CHAMPNEY ST,Oil
    111,      5,      0,       ,72 CHAMPNEY ST,Oil
    111,      6,      0,       ,68 CHAMPNEY ST,Oil
    111,      8,      0,       ,64 CHAMPNEY ST,Gas
    111,      9,      0,       ,58 CHAMPNEY ST ,Gas
    111,     10,      0,       ,54 CHAMPNEY ST,Gas
    111,     11,      0,       ,50 CHAMPNEY ST,Oil
    111,     12,      0,       ,46 CHAMPNEY ST,Gas
    111,     13,      0,       ,44 CHAMPNEY ST,Gas
    111,     14,      0,       ,36 CHAMPNEY ST,Gas
    111,     15,      0,       ,28 CHAMPNEY ST,Gas
    111,     16,      0,       ,13 CHAMPNEY ST,Oil
    111,     17,      0,       ,19 CHAMPNEY ST,Oil
    111,     18,      0,       ,29 A & B CHAMPNEY ST ,Gas
    111,     19,      0,       ,37 CHAMPNEY ST,Gas
    111,     20,      0,       ,43 CHAMPNEY ST,Oil
    111,     21,      0,       ,47 CHAMPNEY ST ,Gas
    111,     22,      0,       ,59 CHAMPNEY ST,Gas
    111,     24,      0,       ,77 CHAMPNEY ST,Gas
    111,     25,      0,       ,83 CHAMPNEY ST ,Gas
    111,     26,      0,       ,89 CHAMPNEY ST ,Gas
    111,     27,      0,       ,139 HOLLIS ST,Oil
    111,     28,      0,       ,13 COMMON ST,Gas
    111,     29,      0,       ,23 COMMON ST ,Oil
    111,     30,      0,       ,35 COMMON ST,Oil
    111,     31,      0,       ,43 COMMON ST,Gas
    111,     32,      0,       ,57 COMMON ST,Oil
    111,     33,      0,       ,53 COMMON ST,Oil
    111,     36,      0,       ,65 COMMON ST,Oil
    111,     37,      0,       ,62 COMMON ST,Oil
    111,     38,      0,       ,42 COMMON ST,Oil
    111,     39,      0,       ,22 COMMON ST,Gas
    111,     41,      0,       ,169 HOLLIS ST,Gas
    111,     42,      0,       ,177 HOLLIS ST,Oil
    111,     43,      0,       ,185 HOLLIS ST,Oil
    111,     44,      0,       ,191 HOLLIS ST,Oil
    111,     45,      0,       ,207 HOLLIS ST,Oil
    111,     46,      0,       ,216 HOLLIS ST,Oil
    111,     47,      0,       ,200 HOLLIS ST,Oil
    111,     49,      0,       ,192 HOLLIS ST,Gas
    111,     51,      0,       ,41 MARTINS POND RD,Gas
    111,     52,      0,       ,48 MARTINS POND RD,Gas
    111,     53,      0,       ,42 MARTINS POND RD,Oil
    111,     54,      0,       ,38 MARTINS POND RD,Gas
    111,     55,      0,       ,16 MARTINS POND RD,Gas
    111,     56,      0,       ,46 WOOD LN ,Oil
    111,     57,      0,       ,38 WOOD LN ,Oil
    111,     59,      0,       ,158 HOLLIS ST,Gas
    111,     60,      0,       ,154 HOLLIS ST,Oil
    111,     61,      0,       ,7 WOOD LN,Oil
    111,     62,      0,       ,136 HOLLIS ST,Gas
    111,     63,      0,       ,130 HOLLIS ST,Gas
    111,     65,      0,       ,114 HOLLIS ST,Gas
    112,      2,      0,       ,205-207 MAIN ST ,Oil
    112,      3,      0,       ,209 MAIN ST,Gas
    112,      4,      0,       ,215 MAIN ST,Gas
    112,      5,      0,       ,217 MAIN ST,Oil
    112,      6,      0,       ,219 MAIN ST,Gas
    112,      7,      0,       ,13 PLEASANT ST ,Oil
    112,      8,      0,       ,17 ADAMS AVE,Oil
    112,      9,      0,       ,14 ADAMS AVE,Gas
    112,     10,      0,       ,29 PLEASANT ST,Gas
    112,     11,      0,       ,35 PLEASANT ST,Oil
    112,     12,      0,       ,39 PLEASANT ST ,Oil
    112,     13,      0,       ,43 PLEASANT ST,Oil
    112,     14,      0,       ,49 PLEASANT ST,Gas
    112,     15,      0,       ,53 PLEASANT ST ,Oil
    112,     18,      0,       ,68 PLEASANT ST,Gas
    112,     19,      0,       ,58 PLEASANT ST,Oil
    112,     20,      0,       ,54 PLEASANT ST,Gas
    112,     21,      0,       ,50 PLEASANT ST #A & B,Oil
    112,     22,      0,       ,15 WHITING AVE,Oil
    112,     23,      0,       ,21 WHITING AVE,Oil
    112,     24,      0,       ,29 WHITING AVE,Oil
    112,     25,      0,       ,30 WHITING AVE,Gas
    112,     26,      0,       ,10 WHITING AVE,Gas
    112,     27,      0,       ,4 WHITING AVE,Gas
    112,     28,      0,       ,22 ELM ST,Oil
    112,     29,      0,       ,18 ELM ST,Oil
    112,     30,      0,       ,8-10-12 ELM ST,Oil
    112,     31,      0,       ,4 ELM ST ,Gas
    112,     32,      0,       ,9-11 ELM ST,Oil
    112,     34,      0,       ,21 ELM ST,Gas
    112,     34,      0,       ,21 ELM ST,Oil
    112,     35,      0,       ,25 ELM ST,Gas
    112,     36,      0,       ,42 PLEASANT ST,Oil
    112,     37,      0,       ,32 PLEASANT ST,Gas
    112,     38,      0,       ,28 PLEASANT ST,Oil
    112,     39,      0,       ,20 PLEASANT ST,Oil
    112,     43,      0,       ,239 MAIN ST,Gas
    112,     44,      0,       ,243 MAIN ST,Oil
    112,     45,      0,       ,247 MAIN ST ,Gas
    112,     46,      0,       ,255 MAIN ST,Oil
    112,     48,      0,       ,261 MAIN ST,Gas
    112,     49,      0,       ,263 MAIN ST,Oil
    112,     51,      0,       ,271 MAIN ST,Gas
    112,     52,      0,       ,9 WEST ST ,Oil
    112,     53,      0,       ,11 WEST ST,Oil
    112,     54,      0,       ,15 WEST ST,Oil
    112,     55,      0,       ,21 WEST ST,Oil
    112,     56,      0,       ,29 WEST ST,Gas
    112,     58,      0,       ,32 WEST ST,Gas
    112,     59,      0,       ,20 WEST ST ,Oil
    112,     61,      0,       ,279 MAIN ST ,Oil
    112,     63,      0,       ,297 A & B MAIN ST ,Gas
    112,     64,      0,       ,305 MAIN ST,Gas
    112,     65,      0,       ,13 FAIRVIEW AVE,Gas
    112,     66,      0,       ,311 MAIN ST,Gas
    112,     67,      0,       ,3 CHAMPNEY ST,Oil
    112,     68,      0,       ,22 CHAMPNEY ST,Gas
    112,     69,      0,       ,18 CHAMPNEY ST,Oil
    112,     75,      0,       ,280 MAIN ST,Gas
    112,     77,      0,       ,17 SCHOOL ST,Oil
    112,     78,      0,       ,25 SCHOOL ST,Oil
    112,     79,      0,       ,33 SCHOOL ST,Gas
    112,     80,      0,       ,37 SCHOOL ST ,Oil
    112,     81,      0,       ,45 SCHOOL ST,Oil
    112,     83,      0,       ,49 SCHOOL ST,Gas
    112,     85,      0,       ,264 MAIN ST,Gas
    112,     86,      0,       ,5 LEGION RD,Oil
    112,     87,      0,       ,258 MAIN ST,Gas
    112,     88,      0,       ,254 MAIN ST,Oil
    112,     89,      0,       ,248 MAIN ST,Gas
    112,     92,      0,       ,228 MAIN ST,Gas
    112,     93,      0,       ,220 MAIN ST ,Oil
    112,     95,      0,       ,"214 MAIN ST #A,B,C",Oil
    112,     96,      0,       ,208 MAIN ST,Oil
    112,     98,      0,       ,31 HOLLIS ST,Gas
    112,     99,      0,       ,35 HOLLIS ST,Gas
    112,    100,      0,       ,37 HOLLIS ST,Gas
    112,    101,      0,       ,41 HOLLIS ST,Oil
    112,    102,      0,       ,43 HOLLIS ST,Oil
    112,    103,      0,       ,47 HOLLIS ST,Gas
    112,    104,      0,       ,51 HOLLIS ST ,Oil
    112,    107,      0,       ,97 HOLLIS ST ,Gas
    112,    108,      1,       ,96 HOLLIS ST,Oil
    112,    108,      2,       ,100 HOLLIS ST,Gas
    112,    110,      0,       ,70 HOLLIS ST,Oil
    112,    111,      0,       ,68 HOLLIS ST,Oil
    112,    112,      0,       ,64 HOLLIS ST,Oil
    112,    113,      0,       ,58 HOLLIS ST,Oil
    112,    115,      0,       ,46 HOLLIS ST,Oil
    112,    116,      0,       ,40 HOLLIS ST,Gas
    112,    117,      0,       ,39 WILLOWDALE RD,Oil
    112,    118,      0,       ,43 WILLOWDALE RD,Gas
    112,    119,      0,       ,49 WILLOWDALE RD,Gas
    112,    120,      0,       ,55-57 WILLOWDALE RD,Oil
    112,    122,      0,       ,85 WILLOWDALE RD,Oil
    112,    124,      0,       ,54 WILLOWDALE RD,Gas
    112,    125,      0,       ,46 WILLOWDALE RD,Oil
    112,    126,      0,       ,44 WILLOWDALE RD,Gas
    112,    127,      0,       ,42 WILLOWDALE RD,Gas
    112,    128,      0,       ,40 WILLOWDALE RD,Gas
    112,    129,      0,       ,38 WILLOWDALE RD ,Gas
    112,    130,      1,       ,36 WILLOWDALE RD,Gas
    112,    133,      0,       ,24 HOLLIS ST,Oil
    112,    134,      0,       ,20 HOLLIS ST ,Gas
    112,    135,      0,       ,16 HOLLIS ST,Gas
    112,    138,      0,       ,41 MAYFIELD DR,Gas
    112,    139,      0,       ,49 MAYFIELD DR,Oil
    112,    140,      0,       ,59 MAYFIELD DR,Gas
    112,    142,      0,       ,60 MAYFIELD DR,Gas
    112,    143,      0,       ,50 MAYFIELD DR,Oil
